sample	sequence_name	vdj	cdr3	subset	variable	value	subset_count
59	h9C12-WT_HC	100	100	run1 run2 run4	h9C12-WT	1000	3
59	h9C12-WT_HC	96.58119658119658	100	run2	h9C12-WT	1000	1
59	h9C12-WT_HC	100	100	run1	h9C12-WT	1000	1
59	h9C12-WT_HC	100	100	run1 run2 run3 run4	h9C12-WT	1000	4
59	h9C12-WT_HC	96.58119658119658	100	run3	h9C12-WT	1000	1
59	h9C12-WT_HC	96.58119658119658	100	run2 run3 run4	h9C12-WT	1000	3
59	h9C12-WT_HC	100	100	run1 run3	h9C12-WT	1000	2
59	h9C12-WT_HC	100	100	run1 run2 run3	h9C12-WT	1000	3
59	PGDM1400_HC	78.01418439716312	66.66666666666666	run3 run4	PGDM1400	1000	2
59	PGDM1400_HC	85.1063829787234	66.66666666666666	run2 run3 run4	PGDM1400	1000	3
59	PGDM1400_HC	91.48936170212765	66.66666666666666	run1 run2 run3 run4	PGDM1400	1000	4
59	PGDM1400_HC	68.79432624113475	2.7777777777777777	run2 run4	PGDM1400	1000	2
59	PGDM1400_HC	78.01418439716312	66.66666666666666	run3	PGDM1400	1000	1
59	PGDM1400_HC	36.17021276595745	2.7777777777777777	run2	PGDM1400	1000	1
59	PGDM1400_HC	85.1063829787234	66.66666666666666	run2 run3	PGDM1400	1000	2
59	PGDM1400_HC	91.48936170212765	66.66666666666666	run1 run3 run4	PGDM1400	1000	3
59	PGDM1400_HC	91.48936170212765	66.66666666666666	run1 run2 run3	PGDM1400	1000	3
59	PGDM1400_HC	91.48936170212765	66.66666666666666	run1 run3	PGDM1400	1000	2
59	PGDM1400_HC	60.99290780141844	0	run4	PGDM1400	1000	1
59	PGDM1400_HC	83.68794326241135	36.11111111111111	run1 run4	PGDM1400	1000	2
59	PGDM1400_HC	83.68794326241135	36.11111111111111	run1	PGDM1400	1000	1
59	PGDM1400_HC	84.39716312056737	38.88888888888889	run1 run2 run4	PGDM1400	1000	3
59	PGDM1400_HC	84.39716312056737	38.88888888888889	run1 run2	PGDM1400	1000	2
59	PGT121_HC	35.60606060606061	0	run2 run3 run4	PGT121	1	3
59	PGT121_HC	35.60606060606061	0	run2	PGT121	1	1
59	PGT121_HC	53.03030303030303	10.714285714285714	run1 run2 run3 run4	PGT121	1	4
59	PGT121_HC	53.03030303030303	10.714285714285714	run1 run2 run3	PGT121	1	3
59	PGT121_HC	35.60606060606061	0	run2 run4	PGT121	1	2
59	PGT121_HC	35.60606060606061	0	run2 run3	PGT121	1	2
59	PGT121_HC	53.03030303030303	10.714285714285714	run1 run2 run4	PGT121	1	3
59	PGT121_HC	53.03030303030303	10.714285714285714	run1 run2	PGT121	1	2
59	PGT121_HC	45.45454545454545	10.714285714285714	run1 run3	PGT121	1	2
59	PGT121_HC	45.45454545454545	10.714285714285714	run1	PGT121	1	1
59	PGT121_HC	45.45454545454545	10.714285714285714	run1 run3 run4	PGT121	1	3
59	PGT121_HC	0	0	run3	PGT121	1	1
59	PGT121_HC	45.45454545454545	10.714285714285714	run1 run4	PGT121	1	2
59	PGT121_HC	0	0	run4	PGT121	1	1
59	PGT121_HC	0	0	run3 run4	PGT121	1	2
59	Umab_HC	100	100	run1 run2 run3	Umab	1000	3
59	Umab_HC	100	100	run1 run2 run3 run4	Umab	1000	4
59	Umab_HC	100	100	run2 run3 run4	Umab	1000	3
59	Umab_HC	100	100	run2 run3	Umab	1000	2
59	Umab_HC	100	100	run2 run4	Umab	1000	2
59	Umab_HC	100	100	run1 run2	Umab	1000	2
59	Umab_HC	79.83193277310924	100	run4	Umab	1000	1
59	Umab_HC	100	100	run1 run2 run4	Umab	1000	3
59	Umab_HC	92.43697478991596	100	run1	Umab	1000	1
59	Umab_HC	100	100	run3	Umab	1000	1
59	Umab_HC	100	100	run1 run3	Umab	1000	2
59	Umab_HC	100	100	run3 run4	Umab	1000	2
59	Umab_HC	100	100	run1 run3 run4	Umab	1000	3
59	Umab_HC	100	100	run2	Umab	1000	1
59	Umab_HC	92.43697478991596	100	run1 run4	Umab	1000	2
6	PGDM1400_HC	7.801418439716312	0	run4	PGDM1400	1	1
6	PGDM1400_HC	24.113475177304963	0	run1 run3	PGDM1400	1	2
6	PGDM1400_HC	0	0	run2	PGDM1400	1	1
6	PGDM1400_HC	24.113475177304963	0	run1 run2 run3	PGDM1400	1	3
6	PGDM1400_HC	7.801418439716312	0	run2 run4	PGDM1400	1	2
6	PGDM1400_HC	7.092198581560284	0	run1	PGDM1400	1	1
6	PGDM1400_HC	7.092198581560284	0	run1 run2	PGDM1400	1	2
6	PGDM1400_HC	24.822695035460992	0	run3 run4	PGDM1400	1	2
6	PGDM1400_HC	24.822695035460992	0	run2 run3 run4	PGDM1400	1	3
6	PGDM1400_HC	17.02127659574468	0	run3	PGDM1400	1	1
6	PGDM1400_HC	14.893617021276595	0	run1 run4	PGDM1400	1	2
6	PGDM1400_HC	14.893617021276595	0	run1 run2 run4	PGDM1400	1	3
6	PGDM1400_HC	31.914893617021278	0	run1 run3 run4	PGDM1400	1	3
6	PGDM1400_HC	17.02127659574468	0	run2 run3	PGDM1400	1	2
6	PGDM1400_HC	31.914893617021278	0	run1 run2 run3 run4	PGDM1400	1	4
60	Brimab_HC	95.65217391304348	80	run3 run4	Brimab	1000	2
60	Brimab_HC	98.26086956521739	100	run2 run4	Brimab	1000	2
60	Brimab_HC	98.26086956521739	100	run2 run3 run4	Brimab	1000	3
60	Brimab_HC	95.65217391304348	80	run3	Brimab	1000	1
60	Brimab_HC	98.26086956521739	100	run1 run2 run4	Brimab	1000	3
60	Brimab_HC	95.65217391304348	80	run1 run3	Brimab	1000	2
60	Brimab_HC	66.08695652173913	80	run1 run4	Brimab	1000	2
60	Brimab_HC	50.43478260869565	80	run4	Brimab	1000	1
60	Brimab_HC	95.65217391304348	80	run1 run3 run4	Brimab	1000	3
60	Brimab_HC	98.26086956521739	100	run1 run2 run3 run4	Brimab	1000	4
60	Brimab_HC	98.26086956521739	100	run2	Brimab	1000	1
60	Brimab_HC	98.26086956521739	100	run1 run2	Brimab	1000	2
60	Brimab_HC	98.26086956521739	100	run1 run2 run3	Brimab	1000	3
60	Brimab_HC	98.26086956521739	100	run2 run3	Brimab	1000	2
60	Brimab_HC	58.26086956521739	80	run1	Brimab	1000	1
60	h9C12-Q97A_HC	100	100	run1 run2 run4	h9C12-Q97A	1000	3
60	h9C12-Q97A_HC	100	100	run2 run3 run4	h9C12-Q97A	1000	3
60	h9C12-Q97A_HC	100	100	run2 run4	h9C12-Q97A	1000	2
60	h9C12-Q97A_HC	96.55172413793103	100	run1 run2	h9C12-Q97A	1000	2
60	h9C12-Q97A_HC	93.96551724137932	76.92307692307693	run4	h9C12-Q97A	1000	1
60	h9C12-Q97A_HC	93.96551724137932	76.92307692307693	run1 run4	h9C12-Q97A	1000	2
60	h9C12-Q97A_HC	100	100	run1 run2 run3 run4	h9C12-Q97A	1000	4
60	h9C12-Q97A_HC	100	100	run1 run3 run4	h9C12-Q97A	1000	3
60	h9C12-Q97A_HC	96.55172413793103	100	run1 run3	h9C12-Q97A	1000	2
60	h9C12-Q97A_HC	96.55172413793103	100	run2	h9C12-Q97A	1000	1
60	h9C12-Q97A_HC	89.65517241379311	76.92307692307693	run1	h9C12-Q97A	1000	1
60	h9C12-Q97A_HC	96.55172413793103	100	run1 run2 run3	h9C12-Q97A	1000	3
60	h9C12-Q97A_HC	100	100	run3 run4	h9C12-Q97A	1000	2
60	h9C12-Q97A_HC	96.55172413793103	100	run2 run3	h9C12-Q97A	1000	2
60	h9C12-Q97A_HC	96.55172413793103	100	run3	h9C12-Q97A	1000	1
60	h9C12-WT_HC	100	100	run1 run2 run3 run4	h9C12-WT	1	4
60	h9C12-WT_HC	82.05128205128204	7.6923076923076925	run1	h9C12-WT	1	1
60	h9C12-WT_HC	100	100	run3 run4	h9C12-WT	1	2
60	h9C12-WT_HC	100	100	run1 run3 run4	h9C12-WT	1	3
60	h9C12-WT_HC	86.32478632478633	7.6923076923076925	run1 run4	h9C12-WT	1	2
60	h9C12-WT_HC	96.58119658119658	100	run3	h9C12-WT	1	1
60	h9C12-WT_HC	96.58119658119658	100	run1 run3	h9C12-WT	1	2
60	h9C12-WT_HC	100	100	run2 run3 run4	h9C12-WT	1	3
60	h9C12-WT_HC	96.58119658119658	100	run2	h9C12-WT	1	1
60	h9C12-WT_HC	86.32478632478633	7.6923076923076925	run4	h9C12-WT	1	1
60	h9C12-WT_HC	100	100	run2 run4	h9C12-WT	1	2
60	h9C12-WT_HC	100	100	run1 run2 run4	h9C12-WT	1	3
60	h9C12-WT_HC	96.58119658119658	100	run1 run2 run3	h9C12-WT	1	3
60	h9C12-WT_HC	96.58119658119658	100	run1 run2	h9C12-WT	1	2
60	h9C12-WT_HC	96.58119658119658	100	run2 run3	h9C12-WT	1	2
60	PGDM1400_HC	14.184397163120568	0	run3 run4	PGDM1400	1	2
60	PGDM1400_HC	0	0	run1 run2 run4	PGDM1400	1	3
60	PGDM1400_HC	14.184397163120568	0	run1 run3	PGDM1400	1	2
60	PGDM1400_HC	0	0	run4	PGDM1400	1	1
60	PGDM1400_HC	14.184397163120568	0	run1 run3 run4	PGDM1400	1	3
60	PGDM1400_HC	0	0	run1 run4	PGDM1400	1	2
60	PGDM1400_HC	0	0	run1 run2	PGDM1400	1	2
60	PGDM1400_HC	14.184397163120568	0	run2 run3	PGDM1400	1	2
60	PGDM1400_HC	0	0	run2 run4	PGDM1400	1	2
60	PGDM1400_HC	14.184397163120568	0	run1 run2 run3	PGDM1400	1	3
60	PGDM1400_HC	0	0	run1	PGDM1400	1	1
60	PGDM1400_HC	14.184397163120568	0	run2 run3 run4	PGDM1400	1	3
60	PGDM1400_HC	0	0	run2	PGDM1400	1	1
60	PGDM1400_HC	14.184397163120568	0	run1 run2 run3 run4	PGDM1400	1	4
60	PGDM1400_HC	14.184397163120568	0	run3	PGDM1400	1	1
60	PGT121_HC	85.60606060606061	39.285714285714285	run1 run2 run4	PGT121	1000	3
60	PGT121_HC	78.03030303030303	39.285714285714285	run4	PGT121	1000	1
60	PGT121_HC	84.84848484848484	64.28571428571429	run1 run3 run4	PGT121	1000	3
60	PGT121_HC	85.60606060606061	39.285714285714285	run1 run2	PGT121	1000	2
60	PGT121_HC	83.33333333333334	64.28571428571429	run3 run4	PGT121	1000	2
60	PGT121_HC	85.60606060606061	39.285714285714285	run2 run4	PGT121	1000	2
60	PGT121_HC	90.9090909090909	64.28571428571429	run1 run2 run3 run4	PGT121	1000	4
60	PGT121_HC	85.60606060606061	39.285714285714285	run2	PGT121	1000	1
60	PGT121_HC	90.9090909090909	64.28571428571429	run2 run3	PGT121	1000	2
60	PGT121_HC	90.9090909090909	64.28571428571429	run1 run2 run3	PGT121	1000	3
60	PGT121_HC	82.57575757575758	53.57142857142857	run1 run3	PGT121	1000	2
60	PGT121_HC	71.21212121212122	0	run1	PGT121	1000	1
60	PGT121_HC	79.54545454545455	39.285714285714285	run1 run4	PGT121	1000	2
60	PGT121_HC	90.9090909090909	64.28571428571429	run2 run3 run4	PGT121	1000	3
60	PGT121_HC	53.78787878787878	53.57142857142857	run3	PGT121	1000	1
60	Umab_HC	8.403361344537815	7.142857142857142	run4	Umab	1	1
60	Umab_HC	17.647058823529413	78.57142857142857	run2 run3	Umab	1	2
60	Umab_HC	8.403361344537815	7.142857142857142	run1 run2	Umab	1	2
60	Umab_HC	8.403361344537815	7.142857142857142	run1	Umab	1	1
60	Umab_HC	17.647058823529413	78.57142857142857	run3 run4	Umab	1	2
60	Umab_HC	17.647058823529413	78.57142857142857	run1 run3 run4	Umab	1	3
60	Umab_HC	8.403361344537815	7.142857142857142	run2	Umab	1	1
60	Umab_HC	8.403361344537815	7.142857142857142	run2 run4	Umab	1	2
60	Umab_HC	8.403361344537815	7.142857142857142	run1 run4	Umab	1	2
60	Umab_HC	17.647058823529413	78.57142857142857	run1 run2 run3 run4	Umab	1	4
60	Umab_HC	17.647058823529413	78.57142857142857	run3	Umab	1	1
60	Umab_HC	17.647058823529413	78.57142857142857	run2 run3 run4	Umab	1	3
60	Umab_HC	17.647058823529413	78.57142857142857	run1 run3	Umab	1	2
60	Umab_HC	17.647058823529413	78.57142857142857	run1 run2 run3	Umab	1	3
60	Umab_HC	8.403361344537815	7.142857142857142	run1 run2 run4	Umab	1	3
61	Brimab_HC	91.30434782608695	100	run1 run2 run3	Brimab	10	3
61	Brimab_HC	0	0	run3	Brimab	10	1
61	Brimab_HC	13.91304347826087	0	run1	Brimab	10	1
61	Brimab_HC	95.65217391304348	100	run2 run3 run4	Brimab	10	3
61	Brimab_HC	91.30434782608695	100	run2	Brimab	10	1
61	Brimab_HC	91.30434782608695	100	run2 run3	Brimab	10	2
61	Brimab_HC	95.65217391304348	100	run1 run2 run4	Brimab	10	3
61	Brimab_HC	95.65217391304348	100	run1 run2 run3 run4	Brimab	10	4
61	Brimab_HC	91.30434782608695	100	run1 run2	Brimab	10	2
61	Brimab_HC	7.82608695652174	0	run4	Brimab	10	1
61	Brimab_HC	21.73913043478261	0	run1 run4	Brimab	10	2
61	Brimab_HC	95.65217391304348	100	run2 run4	Brimab	10	2
61	Brimab_HC	21.73913043478261	0	run1 run3 run4	Brimab	10	3
61	Brimab_HC	13.91304347826087	0	run1 run3	Brimab	10	2
61	Brimab_HC	7.82608695652174	0	run3 run4	Brimab	10	2
61	h9C12-Q97A_HC	100	100	run2 run3 run4	h9C12-Q97A	10	3
61	h9C12-Q97A_HC	93.96551724137932	46.15384615384615	run1 run3 run4	h9C12-Q97A	10	3
61	h9C12-Q97A_HC	100	100	run1 run2 run3	h9C12-Q97A	10	3
61	h9C12-Q97A_HC	93.96551724137932	46.15384615384615	run3 run4	h9C12-Q97A	10	2
61	h9C12-Q97A_HC	90.51724137931035	46.15384615384615	run3	h9C12-Q97A	10	1
61	h9C12-Q97A_HC	96.55172413793103	100	run2 run3	h9C12-Q97A	10	2
61	h9C12-Q97A_HC	92.24137931034483	30.76923076923077	run1 run4	h9C12-Q97A	10	2
61	h9C12-Q97A_HC	100	100	run1 run2 run3 run4	h9C12-Q97A	10	4
61	h9C12-Q97A_HC	92.24137931034483	30.76923076923077	run4	h9C12-Q97A	10	1
61	h9C12-Q97A_HC	93.96551724137932	46.15384615384615	run1 run3	h9C12-Q97A	10	2
61	h9C12-Q97A_HC	92.24137931034483	30.76923076923077	run1	h9C12-Q97A	10	1
61	h9C12-Q97A_HC	100	100	run2 run4	h9C12-Q97A	10	2
61	h9C12-Q97A_HC	100	100	run1 run2	h9C12-Q97A	10	2
61	h9C12-Q97A_HC	100	100	run1 run2 run4	h9C12-Q97A	10	3
61	h9C12-Q97A_HC	96.55172413793103	100	run2	h9C12-Q97A	10	1
61	h9C12-WT_HC	100	100	run1 run2 run3	h9C12-WT	1000	3
61	h9C12-WT_HC	100	100	run2 run3 run4	h9C12-WT	1000	3
61	h9C12-WT_HC	96.58119658119658	100	run3	h9C12-WT	1000	1
61	h9C12-WT_HC	96.58119658119658	100	run2 run3	h9C12-WT	1000	2
61	h9C12-WT_HC	100	100	run1 run4	h9C12-WT	1000	2
61	h9C12-WT_HC	100	100	run1 run2 run3 run4	h9C12-WT	1000	4
61	h9C12-WT_HC	100	100	run1 run3 run4	h9C12-WT	1000	3
61	h9C12-WT_HC	100	100	run1 run3	h9C12-WT	1000	2
61	h9C12-WT_HC	100	100	run1	h9C12-WT	1000	1
61	h9C12-WT_HC	100	100	run2 run4	h9C12-WT	1000	2
61	h9C12-WT_HC	96.58119658119658	100	run2	h9C12-WT	1000	1
61	h9C12-WT_HC	100	100	run4	h9C12-WT	1000	1
61	h9C12-WT_HC	100	100	run1 run2 run4	h9C12-WT	1000	3
61	h9C12-WT_HC	100	100	run1 run2	h9C12-WT	1000	2
61	h9C12-WT_HC	100	100	run3 run4	h9C12-WT	1000	2
61	PGDM1400_HC	31.914893617021278	0	run2	PGDM1400	1000	1
61	PGDM1400_HC	58.86524822695035	0	run4	PGDM1400	1000	1
61	PGDM1400_HC	91.48936170212765	66.66666666666666	run1 run2	PGDM1400	1000	2
61	PGDM1400_HC	90.0709219858156	66.66666666666666	run1	PGDM1400	1000	1
61	PGDM1400_HC	91.48936170212765	66.66666666666666	run1 run2 run4	PGDM1400	1000	3
61	PGDM1400_HC	80.85106382978722	44.44444444444444	run2 run3	PGDM1400	1000	2
61	PGDM1400_HC	80.85106382978722	44.44444444444444	run2 run3 run4	PGDM1400	1000	3
61	PGDM1400_HC	90.0709219858156	66.66666666666666	run1 run4	PGDM1400	1000	2
61	PGDM1400_HC	62.4113475177305	0	run2 run4	PGDM1400	1000	2
61	PGDM1400_HC	90.0709219858156	66.66666666666666	run1 run3 run4	PGDM1400	1000	3
61	PGDM1400_HC	91.48936170212765	66.66666666666666	run1 run2 run3	PGDM1400	1000	3
61	PGDM1400_HC	91.48936170212765	66.66666666666666	run1 run2 run3 run4	PGDM1400	1000	4
61	PGDM1400_HC	79.43262411347519	44.44444444444444	run3 run4	PGDM1400	1000	2
61	PGDM1400_HC	90.0709219858156	66.66666666666666	run1 run3	PGDM1400	1000	2
61	PGDM1400_HC	79.43262411347519	44.44444444444444	run3	PGDM1400	1000	1
61	PGT121_HC	57.57575757575758	0	run2 run3	PGT121	10	2
61	PGT121_HC	57.57575757575758	0	run2 run3 run4	PGT121	10	3
61	PGT121_HC	70.45454545454545	10.714285714285714	run1 run3 run4	PGT121	10	3
61	PGT121_HC	71.96969696969697	10.714285714285714	run1 run2 run4	PGT121	10	3
61	PGT121_HC	71.96969696969697	10.714285714285714	run1 run2 run3 run4	PGT121	10	4
61	PGT121_HC	70.45454545454545	10.714285714285714	run1 run3	PGT121	10	2
61	PGT121_HC	57.57575757575758	0	run2 run4	PGT121	10	2
61	PGT121_HC	70.45454545454545	10.714285714285714	run1 run4	PGT121	10	2
61	PGT121_HC	39.39393939393939	0	run3	PGT121	10	1
61	PGT121_HC	39.39393939393939	0	run3 run4	PGT121	10	2
61	PGT121_HC	71.96969696969697	10.714285714285714	run1 run2 run3	PGT121	10	3
61	PGT121_HC	18.939393939393938	0	run4	PGT121	10	1
61	PGT121_HC	71.96969696969697	10.714285714285714	run1 run2	PGT121	10	2
61	PGT121_HC	70.45454545454545	10.714285714285714	run1	PGT121	10	1
61	PGT121_HC	57.57575757575758	0	run2	PGT121	10	1
61	Umab_HC	100	100	run2 run3 run4	Umab	1000	3
61	Umab_HC	100	100	run1 run2 run3 run4	Umab	1000	4
61	Umab_HC	100	100	run1 run2	Umab	1000	2
61	Umab_HC	100	100	run1 run3	Umab	1000	2
61	Umab_HC	100	100	run3 run4	Umab	1000	2
61	Umab_HC	100	100	run3	Umab	1000	1
61	Umab_HC	100	100	run1 run2 run4	Umab	1000	3
61	Umab_HC	100	100	run1 run4	Umab	1000	2
61	Umab_HC	72.26890756302521	100	run4	Umab	1000	1
61	Umab_HC	100	100	run1	Umab	1000	1
61	Umab_HC	100	100	run1 run3 run4	Umab	1000	3
61	Umab_HC	100	100	run1 run2 run3	Umab	1000	3
61	Umab_HC	100	100	run2	Umab	1000	1
61	Umab_HC	100	100	run2 run3	Umab	1000	2
61	Umab_HC	100	100	run2 run4	Umab	1000	2
62	Brimab_HC	98.26086956521739	100	run2 run3	Brimab	1000	2
62	Brimab_HC	97.3913043478261	100	run1 run2	Brimab	1000	2
62	Brimab_HC	98.26086956521739	100	run1 run2 run3	Brimab	1000	3
62	Brimab_HC	96.52173913043478	80	run3 run4	Brimab	1000	2
62	Brimab_HC	98.26086956521739	100	run1 run3 run4	Brimab	1000	3
62	Brimab_HC	98.26086956521739	100	run1 run3	Brimab	1000	2
62	Brimab_HC	96.52173913043478	80	run3	Brimab	1000	1
62	Brimab_HC	97.3913043478261	100	run2	Brimab	1000	1
62	Brimab_HC	97.3913043478261	100	run2 run4	Brimab	1000	2
62	Brimab_HC	98.26086956521739	100	run1 run2 run3 run4	Brimab	1000	4
62	Brimab_HC	93.04347826086956	100	run1	Brimab	1000	1
62	Brimab_HC	98.26086956521739	100	run2 run3 run4	Brimab	1000	3
62	Brimab_HC	97.3913043478261	100	run1 run2 run4	Brimab	1000	3
62	Brimab_HC	93.04347826086956	100	run1 run4	Brimab	1000	2
62	Brimab_HC	60.86956521739131	80	run4	Brimab	1000	1
62	h9C12-Q97A_HC	100	100	run1 run4	h9C12-Q97A	1000	2
62	h9C12-Q97A_HC	96.55172413793103	100	run3 run4	h9C12-Q97A	1000	2
62	h9C12-Q97A_HC	96.55172413793103	100	run3	h9C12-Q97A	1000	1
62	h9C12-Q97A_HC	100	100	run1 run2 run4	h9C12-Q97A	1000	3
62	h9C12-Q97A_HC	100	100	run1 run2 run3 run4	h9C12-Q97A	1000	4
62	h9C12-Q97A_HC	100	100	run1	h9C12-Q97A	1000	1
62	h9C12-Q97A_HC	100	100	run1 run2	h9C12-Q97A	1000	2
62	h9C12-Q97A_HC	100	100	run1 run3	h9C12-Q97A	1000	2
62	h9C12-Q97A_HC	81.03448275862068	76.92307692307693	run4	h9C12-Q97A	1000	1
62	h9C12-Q97A_HC	96.55172413793103	100	run2	h9C12-Q97A	1000	1
62	h9C12-Q97A_HC	100	100	run1 run3 run4	h9C12-Q97A	1000	3
62	h9C12-Q97A_HC	100	100	run1 run2 run3	h9C12-Q97A	1000	3
62	h9C12-Q97A_HC	96.55172413793103	100	run2 run3	h9C12-Q97A	1000	2
62	h9C12-Q97A_HC	96.55172413793103	100	run2 run4	h9C12-Q97A	1000	2
62	h9C12-Q97A_HC	96.55172413793103	100	run2 run3 run4	h9C12-Q97A	1000	3
62	h9C12-WT_HC	100	100	run1 run2 run4	h9C12-WT	10	3
62	h9C12-WT_HC	92.3076923076923	30.76923076923077	run1	h9C12-WT	10	1
62	h9C12-WT_HC	96.58119658119658	100	run3	h9C12-WT	10	1
62	h9C12-WT_HC	96.58119658119658	100	run2	h9C12-WT	10	1
62	h9C12-WT_HC	100	100	run1 run2	h9C12-WT	10	2
62	h9C12-WT_HC	92.3076923076923	30.76923076923077	run1 run4	h9C12-WT	10	2
62	h9C12-WT_HC	73.50427350427351	7.6923076923076925	run4	h9C12-WT	10	1
62	h9C12-WT_HC	96.58119658119658	100	run2 run3	h9C12-WT	10	2
62	h9C12-WT_HC	96.58119658119658	100	run3 run4	h9C12-WT	10	2
62	h9C12-WT_HC	100	100	run1 run3 run4	h9C12-WT	10	3
62	h9C12-WT_HC	100	100	run1 run2 run3 run4	h9C12-WT	10	4
62	h9C12-WT_HC	96.58119658119658	100	run2 run3 run4	h9C12-WT	10	3
62	h9C12-WT_HC	96.58119658119658	100	run2 run4	h9C12-WT	10	2
62	h9C12-WT_HC	100	100	run1 run2 run3	h9C12-WT	10	3
62	h9C12-WT_HC	100	100	run1 run3	h9C12-WT	10	2
62	PGDM1400_HC	7.092198581560284	0	run3 run4	PGDM1400	10	2
62	PGDM1400_HC	7.092198581560284	0	run3	PGDM1400	10	1
62	PGDM1400_HC	0	0	run2	PGDM1400	10	1
62	PGDM1400_HC	0	0	run1 run2	PGDM1400	10	2
62	PGDM1400_HC	0	0	run1	PGDM1400	10	1
62	PGDM1400_HC	7.092198581560284	0	run2 run3 run4	PGDM1400	10	3
62	PGDM1400_HC	7.092198581560284	0	run1 run3 run4	PGDM1400	10	3
62	PGDM1400_HC	7.092198581560284	0	run4	PGDM1400	10	1
62	PGDM1400_HC	7.092198581560284	0	run1 run2 run3 run4	PGDM1400	10	4
62	PGDM1400_HC	7.092198581560284	0	run1 run2 run3	PGDM1400	10	3
62	PGDM1400_HC	7.092198581560284	0	run1 run4	PGDM1400	10	2
62	PGDM1400_HC	7.092198581560284	0	run1 run2 run4	PGDM1400	10	3
62	PGDM1400_HC	7.092198581560284	0	run2 run3	PGDM1400	10	2
62	PGDM1400_HC	7.092198581560284	0	run2 run4	PGDM1400	10	2
62	PGDM1400_HC	7.092198581560284	0	run1 run3	PGDM1400	10	2
62	PGT121_HC	64.39393939393939	10.714285714285714	run3 run4	PGT121	1000	2
62	PGT121_HC	84.84848484848484	64.28571428571429	run2	PGT121	1000	1
62	PGT121_HC	88.63636363636364	53.57142857142857	run1 run3 run4	PGT121	1000	3
62	PGT121_HC	88.63636363636364	53.57142857142857	run1	PGT121	1000	1
62	PGT121_HC	84.84848484848484	64.28571428571429	run2 run3 run4	PGT121	1000	3
62	PGT121_HC	90.9090909090909	64.28571428571429	run1 run2 run3 run4	PGT121	1000	4
62	PGT121_HC	58.333333333333336	10.714285714285714	run3	PGT121	1000	1
62	PGT121_HC	90.9090909090909	64.28571428571429	run1 run2 run3	PGT121	1000	3
62	PGT121_HC	88.63636363636364	53.57142857142857	run1 run4	PGT121	1000	2
62	PGT121_HC	90.9090909090909	64.28571428571429	run1 run2	PGT121	1000	2
62	PGT121_HC	64.39393939393939	10.714285714285714	run4	PGT121	1000	1
62	PGT121_HC	88.63636363636364	53.57142857142857	run1 run3	PGT121	1000	2
62	PGT121_HC	84.84848484848484	64.28571428571429	run2 run3	PGT121	1000	2
62	PGT121_HC	90.9090909090909	64.28571428571429	run1 run2 run4	PGT121	1000	3
62	PGT121_HC	84.84848484848484	64.28571428571429	run2 run4	PGT121	1000	2
62	Umab_HC	18.487394957983195	7.142857142857142	run2 run3 run4	Umab	10	3
62	Umab_HC	8.403361344537815	7.142857142857142	run3 run4	Umab	10	2
62	Umab_HC	24.369747899159663	7.142857142857142	run1 run2 run3	Umab	10	3
62	Umab_HC	24.369747899159663	7.142857142857142	run1 run2 run3 run4	Umab	10	4
62	Umab_HC	24.369747899159663	7.142857142857142	run1	Umab	10	1
62	Umab_HC	24.369747899159663	7.142857142857142	run1 run3	Umab	10	2
62	Umab_HC	10.084033613445378	0	run2 run3	Umab	10	2
62	Umab_HC	24.369747899159663	7.142857142857142	run1 run2	Umab	10	2
62	Umab_HC	10.084033613445378	0	run2	Umab	10	1
62	Umab_HC	24.369747899159663	7.142857142857142	run1 run4	Umab	10	2
62	Umab_HC	18.487394957983195	7.142857142857142	run2 run4	Umab	10	2
62	Umab_HC	0	0	run3	Umab	10	1
62	Umab_HC	8.403361344537815	7.142857142857142	run4	Umab	10	1
62	Umab_HC	24.369747899159663	7.142857142857142	run1 run2 run4	Umab	10	3
62	Umab_HC	24.369747899159663	7.142857142857142	run1 run3 run4	Umab	10	3
63	Brimab_HC	93.04347826086956	100	run1 run2	Brimab	100	2
63	Brimab_HC	97.3913043478261	100	run2 run3 run4	Brimab	100	3
63	Brimab_HC	42.608695652173914	0	run3	Brimab	100	1
63	Brimab_HC	97.3913043478261	100	run1 run2 run3 run4	Brimab	100	4
63	Brimab_HC	93.04347826086956	100	run2 run4	Brimab	100	2
63	Brimab_HC	46.08695652173913	0	run1 run3	Brimab	100	2
63	Brimab_HC	0	0	run4	Brimab	100	1
63	Brimab_HC	13.91304347826087	0	run1	Brimab	100	1
63	Brimab_HC	93.04347826086956	100	run2	Brimab	100	1
63	Brimab_HC	97.3913043478261	100	run2 run3	Brimab	100	2
63	Brimab_HC	42.608695652173914	0	run3 run4	Brimab	100	2
63	Brimab_HC	97.3913043478261	100	run1 run2 run3	Brimab	100	3
63	Brimab_HC	13.91304347826087	0	run1 run4	Brimab	100	2
63	Brimab_HC	46.08695652173913	0	run1 run3 run4	Brimab	100	3
63	Brimab_HC	93.04347826086956	100	run1 run2 run4	Brimab	100	3
63	h9C12-Q97A_HC	100	100	run1 run2 run3 run4	h9C12-Q97A	100	4
63	h9C12-Q97A_HC	96.55172413793103	100	run2 run3	h9C12-Q97A	100	2
63	h9C12-Q97A_HC	96.55172413793103	100	run4	h9C12-Q97A	100	1
63	h9C12-Q97A_HC	96.55172413793103	100	run3 run4	h9C12-Q97A	100	2
