sample	sequence_name	vdj	cdr3	subset	variable	value	subset_count
63	h9C12-Q97A_HC	96.55172413793103	100	run2 run4	h9C12-Q97A	100	2
63	h9C12-Q97A_HC	100	100	run1 run2	h9C12-Q97A	100	2
63	h9C12-Q97A_HC	88.79310344827587	100	run2	h9C12-Q97A	100	1
63	h9C12-Q97A_HC	100	100	run1 run2 run3	h9C12-Q97A	100	3
63	h9C12-Q97A_HC	100	100	run1 run2 run4	h9C12-Q97A	100	3
63	h9C12-Q97A_HC	96.55172413793103	100	run2 run3 run4	h9C12-Q97A	100	3
63	h9C12-Q97A_HC	100	100	run1 run3	h9C12-Q97A	100	2
63	h9C12-Q97A_HC	96.55172413793103	100	run3	h9C12-Q97A	100	1
63	h9C12-Q97A_HC	100	100	run1 run3 run4	h9C12-Q97A	100	3
63	h9C12-Q97A_HC	92.24137931034483	30.76923076923077	run1	h9C12-Q97A	100	1
63	h9C12-Q97A_HC	100	100	run1 run4	h9C12-Q97A	100	2
63	h9C12-WT_HC	96.58119658119658	100	run2 run3	h9C12-WT	1000	2
63	h9C12-WT_HC	100	100	run1 run2 run4	h9C12-WT	1000	3
63	h9C12-WT_HC	96.58119658119658	100	run2 run4	h9C12-WT	1000	2
63	h9C12-WT_HC	100	100	run1 run2	h9C12-WT	1000	2
63	h9C12-WT_HC	100	100	run1	h9C12-WT	1000	1
63	h9C12-WT_HC	96.58119658119658	100	run2 run3 run4	h9C12-WT	1000	3
63	h9C12-WT_HC	100	100	run1 run2 run3 run4	h9C12-WT	1000	4
63	h9C12-WT_HC	100	100	run1 run2 run3	h9C12-WT	1000	3
63	h9C12-WT_HC	96.58119658119658	100	run3	h9C12-WT	1000	1
63	h9C12-WT_HC	96.58119658119658	100	run4	h9C12-WT	1000	1
63	h9C12-WT_HC	100	100	run1 run3 run4	h9C12-WT	1000	3
63	h9C12-WT_HC	96.58119658119658	100	run3 run4	h9C12-WT	1000	2
63	h9C12-WT_HC	88.88888888888889	100	run2	h9C12-WT	1000	1
63	h9C12-WT_HC	100	100	run1 run3	h9C12-WT	1000	2
63	h9C12-WT_HC	100	100	run1 run4	h9C12-WT	1000	2
63	PGDM1400_HC	85.1063829787234	66.66666666666666	run3	PGDM1400	1000	1
63	PGDM1400_HC	85.81560283687944	44.44444444444444	run1 run2	PGDM1400	1000	2
63	PGDM1400_HC	85.1063829787234	44.44444444444444	run1	PGDM1400	1000	1
63	PGDM1400_HC	91.48936170212765	66.66666666666666	run1 run3	PGDM1400	1000	2
63	PGDM1400_HC	65.24822695035462	0	run4	PGDM1400	1000	1
63	PGDM1400_HC	91.48936170212765	66.66666666666666	run1 run2 run3	PGDM1400	1000	3
63	PGDM1400_HC	85.1063829787234	44.44444444444444	run1 run4	PGDM1400	1000	2
63	PGDM1400_HC	91.48936170212765	66.66666666666666	run1 run2 run3 run4	PGDM1400	1000	4
63	PGDM1400_HC	90.0709219858156	66.66666666666666	run3 run4	PGDM1400	1000	2
63	PGDM1400_HC	91.48936170212765	66.66666666666666	run1 run3 run4	PGDM1400	1000	3
63	PGDM1400_HC	38.297872340425535	2.7777777777777777	run2	PGDM1400	1000	1
63	PGDM1400_HC	85.81560283687944	44.44444444444444	run1 run2 run4	PGDM1400	1000	3
63	PGDM1400_HC	90.0709219858156	66.66666666666666	run2 run3 run4	PGDM1400	1000	3
63	PGDM1400_HC	73.75886524822694	2.7777777777777777	run2 run4	PGDM1400	1000	2
63	PGDM1400_HC	85.1063829787234	66.66666666666666	run2 run3	PGDM1400	1000	2
63	PGT121_HC	44.696969696969695	10.714285714285714	run1 run4	PGT121	100	2
63	PGT121_HC	73.48484848484848	10.714285714285714	run1 run2	PGT121	100	2
63	PGT121_HC	73.48484848484848	10.714285714285714	run1 run2 run4	PGT121	100	3
63	PGT121_HC	44.696969696969695	10.714285714285714	run3	PGT121	100	1
63	PGT121_HC	73.48484848484848	10.714285714285714	run2 run4	PGT121	100	2
63	PGT121_HC	73.48484848484848	10.714285714285714	run1 run2 run3 run4	PGT121	100	4
63	PGT121_HC	73.48484848484848	10.714285714285714	run2 run3	PGT121	100	2
63	PGT121_HC	44.696969696969695	10.714285714285714	run1 run3 run4	PGT121	100	3
63	PGT121_HC	23.484848484848484	10.714285714285714	run1	PGT121	100	1
63	PGT121_HC	44.696969696969695	10.714285714285714	run4	PGT121	100	1
63	PGT121_HC	73.48484848484848	10.714285714285714	run1 run2 run3	PGT121	100	3
63	PGT121_HC	73.48484848484848	10.714285714285714	run2	PGT121	100	1
63	PGT121_HC	44.696969696969695	10.714285714285714	run1 run3	PGT121	100	2
63	PGT121_HC	73.48484848484848	10.714285714285714	run2 run3 run4	PGT121	100	3
63	PGT121_HC	44.696969696969695	10.714285714285714	run3 run4	PGT121	100	2
63	Umab_HC	100	100	run1 run2 run4	Umab	1000	3
63	Umab_HC	100	100	run1 run3	Umab	1000	2
63	Umab_HC	100	100	run2 run3	Umab	1000	2
63	Umab_HC	100	100	run1 run3 run4	Umab	1000	3
63	Umab_HC	100	100	run1 run2 run3 run4	Umab	1000	4
63	Umab_HC	100	100	run1 run2 run3	Umab	1000	3
63	Umab_HC	100	100	run3	Umab	1000	1
63	Umab_HC	100	100	run3 run4	Umab	1000	2
63	Umab_HC	100	100	run4	Umab	1000	1
63	Umab_HC	100	100	run1 run2	Umab	1000	2
63	Umab_HC	100	100	run2	Umab	1000	1
63	Umab_HC	100	100	run1 run4	Umab	1000	2
63	Umab_HC	100	100	run1	Umab	1000	1
63	Umab_HC	100	100	run2 run3 run4	Umab	1000	3
63	Umab_HC	100	100	run2 run4	Umab	1000	2
64	Brimab_HC	96.52173913043478	80	run3 run4	Brimab	1000	2
64	Brimab_HC	98.26086956521739	100	run1 run2 run4	Brimab	1000	3
64	Brimab_HC	93.04347826086956	100	run1 run4	Brimab	1000	2
64	Brimab_HC	96.52173913043478	100	run2	Brimab	1000	1
64	Brimab_HC	98.26086956521739	100	run1 run2	Brimab	1000	2
64	Brimab_HC	0	0	run4	Brimab	1000	1
64	Brimab_HC	98.26086956521739	100	run2 run3 run4	Brimab	1000	3
64	Brimab_HC	96.52173913043478	100	run2 run4	Brimab	1000	2
64	Brimab_HC	98.26086956521739	100	run1 run2 run3	Brimab	1000	3
64	Brimab_HC	98.26086956521739	100	run1 run2 run3 run4	Brimab	1000	4
64	Brimab_HC	93.04347826086956	100	run1	Brimab	1000	1
64	Brimab_HC	98.26086956521739	100	run2 run3	Brimab	1000	2
64	Brimab_HC	96.52173913043478	80	run3	Brimab	1000	1
64	Brimab_HC	98.26086956521739	100	run1 run3 run4	Brimab	1000	3
64	Brimab_HC	98.26086956521739	100	run1 run3	Brimab	1000	2
64	h9C12-Q97A_HC	96.55172413793103	100	run3	h9C12-Q97A	1000	1
64	h9C12-Q97A_HC	100	100	run2 run3	h9C12-Q97A	1000	2
64	h9C12-Q97A_HC	100	100	run1	h9C12-Q97A	1000	1
64	h9C12-Q97A_HC	100	100	run1 run2 run3 run4	h9C12-Q97A	1000	4
64	h9C12-Q97A_HC	100	100	run1 run2 run4	h9C12-Q97A	1000	3
64	h9C12-Q97A_HC	100	100	run1 run4	h9C12-Q97A	1000	2
64	h9C12-Q97A_HC	100	100	run1 run3 run4	h9C12-Q97A	1000	3
64	h9C12-Q97A_HC	88.79310344827587	76.92307692307693	run4	h9C12-Q97A	1000	1
64	h9C12-Q97A_HC	100	100	run2	h9C12-Q97A	1000	1
64	h9C12-Q97A_HC	100	100	run2 run3 run4	h9C12-Q97A	1000	3
64	h9C12-Q97A_HC	96.55172413793103	100	run3 run4	h9C12-Q97A	1000	2
64	h9C12-Q97A_HC	100	100	run1 run3	h9C12-Q97A	1000	2
64	h9C12-Q97A_HC	100	100	run1 run2 run3	h9C12-Q97A	1000	3
64	h9C12-Q97A_HC	100	100	run1 run2	h9C12-Q97A	1000	2
64	h9C12-Q97A_HC	100	100	run2 run4	h9C12-Q97A	1000	2
64	h9C12-WT_HC	100	100	run1 run2 run4	h9C12-WT	100	3
64	h9C12-WT_HC	96.58119658119658	100	run3 run4	h9C12-WT	100	2
64	h9C12-WT_HC	100	100	run1 run3 run4	h9C12-WT	100	3
64	h9C12-WT_HC	92.3076923076923	30.76923076923077	run1 run4	h9C12-WT	100	2
64	h9C12-WT_HC	100	100	run2 run3 run4	h9C12-WT	100	3
64	h9C12-WT_HC	100	100	run1 run2	h9C12-WT	100	2
64	h9C12-WT_HC	100	100	run2	h9C12-WT	100	1
64	h9C12-WT_HC	100	100	run1 run2 run3	h9C12-WT	100	3
64	h9C12-WT_HC	100	100	run1 run2 run3 run4	h9C12-WT	100	4
64	h9C12-WT_HC	71.7948717948718	0	run4	h9C12-WT	100	1
64	h9C12-WT_HC	100	100	run2 run3	h9C12-WT	100	2
64	h9C12-WT_HC	96.58119658119658	100	run3	h9C12-WT	100	1
64	h9C12-WT_HC	100	100	run1 run3	h9C12-WT	100	2
64	h9C12-WT_HC	100	100	run2 run4	h9C12-WT	100	2
64	h9C12-WT_HC	92.3076923076923	30.76923076923077	run1	h9C12-WT	100	1
64	PGDM1400_HC	57.446808510638306	27.77777777777778	run1 run2 run3	PGDM1400	100	3
64	PGDM1400_HC	50.35460992907801	0	run1 run2	PGDM1400	100	2
64	PGDM1400_HC	51.06382978723404	27.77777777777778	run3	PGDM1400	100	1
64	PGDM1400_HC	43.97163120567376	0	run1 run4	PGDM1400	100	2
64	PGDM1400_HC	28.368794326241137	0	run2	PGDM1400	100	1
64	PGDM1400_HC	42.5531914893617	0	run2 run4	PGDM1400	100	2
64	PGDM1400_HC	51.06382978723404	27.77777777777778	run1 run3 run4	PGDM1400	100	3
64	PGDM1400_HC	51.06382978723404	27.77777777777778	run3 run4	PGDM1400	100	2
64	PGDM1400_HC	57.446808510638306	27.77777777777778	run2 run3	PGDM1400	100	2
64	PGDM1400_HC	43.97163120567376	0	run1	PGDM1400	100	1
64	PGDM1400_HC	57.446808510638306	27.77777777777778	run2 run3 run4	PGDM1400	100	3
64	PGDM1400_HC	26.95035460992908	0	run4	PGDM1400	100	1
64	PGDM1400_HC	51.06382978723404	27.77777777777778	run1 run3	PGDM1400	100	2
64	PGDM1400_HC	57.446808510638306	27.77777777777778	run1 run2 run3 run4	PGDM1400	100	4
64	PGDM1400_HC	50.35460992907801	0	run1 run2 run4	PGDM1400	100	3
64	PGT121_HC	88.63636363636364	53.57142857142857	run1 run2 run4	PGT121	1000	3
64	PGT121_HC	85.60606060606061	39.285714285714285	run2	PGT121	1000	1
64	PGT121_HC	85.60606060606061	39.285714285714285	run2 run3	PGT121	1000	2
64	PGT121_HC	85.60606060606061	39.285714285714285	run2 run4	PGT121	1000	2
64	PGT121_HC	59.84848484848485	10.714285714285714	run3	PGT121	1000	1
64	PGT121_HC	82.57575757575758	53.57142857142857	run1 run4	PGT121	1000	2
64	PGT121_HC	82.57575757575758	53.57142857142857	run1 run3	PGT121	1000	2
64	PGT121_HC	82.57575757575758	53.57142857142857	run1	PGT121	1000	1
64	PGT121_HC	82.57575757575758	53.57142857142857	run1 run3 run4	PGT121	1000	3
64	PGT121_HC	88.63636363636364	53.57142857142857	run1 run2	PGT121	1000	2
64	PGT121_HC	88.63636363636364	53.57142857142857	run1 run2 run3 run4	PGT121	1000	4
64	PGT121_HC	85.60606060606061	39.285714285714285	run2 run3 run4	PGT121	1000	3
64	PGT121_HC	64.39393939393939	39.285714285714285	run4	PGT121	1000	1
64	PGT121_HC	88.63636363636364	53.57142857142857	run1 run2 run3	PGT121	1000	3
64	PGT121_HC	65.9090909090909	39.285714285714285	run3 run4	PGT121	1000	2
64	Umab_HC	84.87394957983193	100	run1 run2	Umab	100	2
64	Umab_HC	90.75630252100841	100	run1 run3	Umab	100	2
64	Umab_HC	100	100	run2 run3 run4	Umab	100	3
64	Umab_HC	78.15126050420169	100	run3	Umab	100	1
64	Umab_HC	100	100	run2 run3	Umab	100	2
64	Umab_HC	59.66386554621849	78.57142857142857	run1	Umab	100	1
64	Umab_HC	100	100	run1 run2 run3 run4	Umab	100	4
64	Umab_HC	33.61344537815126	78.57142857142857	run4	Umab	100	1
64	Umab_HC	84.87394957983193	100	run2 run4	Umab	100	2
64	Umab_HC	84.87394957983193	100	run2	Umab	100	1
64	Umab_HC	78.15126050420169	100	run3 run4	Umab	100	2
64	Umab_HC	59.66386554621849	78.57142857142857	run1 run4	Umab	100	2
64	Umab_HC	100	100	run1 run2 run3	Umab	100	3
64	Umab_HC	84.87394957983193	100	run1 run2 run4	Umab	100	3
64	Umab_HC	90.75630252100841	100	run1 run3 run4	Umab	100	3
65	Brimab_HC	33.91304347826087	0	run1 run2 run4	Brimab	1000	3
65	Brimab_HC	35.65217391304348	0	run2 run3 run4	Brimab	1000	3
65	Brimab_HC	20	0	run3 run4	Brimab	1000	2
65	Brimab_HC	35.65217391304348	0	run1 run2 run3 run4	Brimab	1000	4
65	Brimab_HC	27.82608695652174	0	run1 run2 run3	Brimab	1000	3
65	Brimab_HC	27.82608695652174	0	run2 run3	Brimab	1000	2
65	Brimab_HC	7.82608695652174	0	run4	Brimab	1000	1
65	Brimab_HC	29.565217391304348	0	run2 run4	Brimab	1000	2
65	Brimab_HC	26.08695652173913	0	run1	Brimab	1000	1
65	Brimab_HC	27.82608695652174	0	run1 run3	Brimab	1000	2
65	Brimab_HC	21.73913043478261	0	run2	Brimab	1000	1
65	Brimab_HC	33.91304347826087	0	run1 run4	Brimab	1000	2
65	Brimab_HC	26.08695652173913	0	run1 run2	Brimab	1000	2
65	Brimab_HC	35.65217391304348	0	run1 run3 run4	Brimab	1000	3
65	Brimab_HC	12.173913043478262	0	run3	Brimab	1000	1
65	h9C12-Q97A_HC	96.55172413793103	100	run3 run4	h9C12-Q97A	1000	2
65	h9C12-Q97A_HC	96.55172413793103	100	run2 run3 run4	h9C12-Q97A	1000	3
65	h9C12-Q97A_HC	96.55172413793103	100	run1 run2 run3	h9C12-Q97A	1000	3
65	h9C12-Q97A_HC	96.55172413793103	100	run1 run2 run3 run4	h9C12-Q97A	1000	4
65	h9C12-Q97A_HC	96.55172413793103	100	run1 run4	h9C12-Q97A	1000	2
65	h9C12-Q97A_HC	96.55172413793103	100	run1 run2 run4	h9C12-Q97A	1000	3
65	h9C12-Q97A_HC	35.3448275862069	0	run3	h9C12-Q97A	1000	1
65	h9C12-Q97A_HC	81.03448275862068	100	run2 run3	h9C12-Q97A	1000	2
65	h9C12-Q97A_HC	96.55172413793103	100	run1 run3 run4	h9C12-Q97A	1000	3
65	h9C12-Q97A_HC	95.6896551724138	100	run4	h9C12-Q97A	1000	1
65	h9C12-Q97A_HC	96.55172413793103	100	run1 run2	h9C12-Q97A	1000	2
65	h9C12-Q97A_HC	96.55172413793103	100	run1	h9C12-Q97A	1000	1
65	h9C12-Q97A_HC	96.55172413793103	100	run1 run3	h9C12-Q97A	1000	2
65	h9C12-Q97A_HC	81.03448275862068	100	run2	h9C12-Q97A	1000	1
65	h9C12-Q97A_HC	96.55172413793103	100	run2 run4	h9C12-Q97A	1000	2
65	h9C12-WT_HC	96.58119658119658	100	run2 run3 run4	h9C12-WT	1000	3
65	h9C12-WT_HC	96.58119658119658	100	run1 run2	h9C12-WT	1000	2
65	h9C12-WT_HC	96.58119658119658	100	run1 run2 run3 run4	h9C12-WT	1000	4
65	h9C12-WT_HC	96.58119658119658	100	run1 run2 run3	h9C12-WT	1000	3
65	h9C12-WT_HC	96.58119658119658	100	run1 run2 run4	h9C12-WT	1000	3
65	h9C12-WT_HC	78.63247863247864	23.076923076923077	run4	h9C12-WT	1000	1
65	h9C12-WT_HC	35.04273504273504	0	run3	h9C12-WT	1000	1
65	h9C12-WT_HC	88.88888888888889	30.76923076923077	run1 run3 run4	h9C12-WT	1000	3
65	h9C12-WT_HC	81.19658119658119	100	run2	h9C12-WT	1000	1
65	h9C12-WT_HC	88.88888888888889	30.76923076923077	run1 run3	h9C12-WT	1000	2
65	h9C12-WT_HC	88.88888888888889	30.76923076923077	run1	h9C12-WT	1000	1
65	h9C12-WT_HC	79.48717948717949	23.076923076923077	run3 run4	h9C12-WT	1000	2
65	h9C12-WT_HC	96.58119658119658	100	run2 run4	h9C12-WT	1000	2
65	h9C12-WT_HC	81.19658119658119	100	run2 run3	h9C12-WT	1000	2
65	h9C12-WT_HC	88.88888888888889	30.76923076923077	run1 run4	h9C12-WT	1000	2
65	PGDM1400_HC	43.262411347517734	0	run4	PGDM1400	1000	1
65	PGDM1400_HC	43.97163120567376	0	run2 run3 run4	PGDM1400	1000	3
65	PGDM1400_HC	12.056737588652481	0	run2	PGDM1400	1000	1
65	PGDM1400_HC	43.262411347517734	0	run2 run4	PGDM1400	1000	2
65	PGDM1400_HC	67.37588652482269	8.333333333333332	run1 run2 run4	PGDM1400	1000	3
65	PGDM1400_HC	67.37588652482269	8.333333333333332	run1 run3 run4	PGDM1400	1000	3
65	PGDM1400_HC	67.37588652482269	8.333333333333332	run1 run4	PGDM1400	1000	2
65	PGDM1400_HC	67.37588652482269	8.333333333333332	run1 run2 run3 run4	PGDM1400	1000	4
65	PGDM1400_HC	67.37588652482269	8.333333333333332	run1 run2 run3	PGDM1400	1000	3
65	PGDM1400_HC	43.97163120567376	0	run3 run4	PGDM1400	1000	2
65	PGDM1400_HC	67.37588652482269	8.333333333333332	run1 run2	PGDM1400	1000	2
65	PGDM1400_HC	28.368794326241137	0	run2 run3	PGDM1400	1000	2
65	PGDM1400_HC	28.368794326241137	0	run3	PGDM1400	1000	1
65	PGDM1400_HC	67.37588652482269	8.333333333333332	run1 run3	PGDM1400	1000	2
65	PGDM1400_HC	67.37588652482269	8.333333333333332	run1	PGDM1400	1000	1
65	PGT121_HC	44.696969696969695	10.714285714285714	run4	PGT121	1000	1
65	PGT121_HC	59.84848484848485	10.714285714285714	run2 run3 run4	PGT121	1000	3
65	PGT121_HC	59.84848484848485	10.714285714285714	run2	PGT121	1000	1
65	PGT121_HC	59.84848484848485	10.714285714285714	run2 run4	PGT121	1000	2
65	PGT121_HC	70.45454545454545	10.714285714285714	run1 run3 run4	PGT121	1000	3
65	PGT121_HC	70.45454545454545	10.714285714285714	run1 run4	PGT121	1000	2
65	PGT121_HC	71.96969696969697	10.714285714285714	run1 run2 run3	PGT121	1000	3
65	PGT121_HC	71.96969696969697	10.714285714285714	run1 run2 run4	PGT121	1000	3
65	PGT121_HC	71.96969696969697	10.714285714285714	run1 run2	PGT121	1000	2
65	PGT121_HC	70.45454545454545	10.714285714285714	run1	PGT121	1000	1
65	PGT121_HC	44.696969696969695	10.714285714285714	run3 run4	PGT121	1000	2
65	PGT121_HC	25.757575757575758	0	run3	PGT121	1000	1
65	PGT121_HC	59.84848484848485	10.714285714285714	run2 run3	PGT121	1000	2
65	PGT121_HC	70.45454545454545	10.714285714285714	run1 run3	PGT121	1000	2
65	PGT121_HC	71.96969696969697	10.714285714285714	run1 run2 run3 run4	PGT121	1000	4
65	Umab_HC	15.966386554621847	0	run4	Umab	1000	1
65	Umab_HC	100	100	run1 run2 run4	Umab	1000	3
65	Umab_HC	100	100	run2	Umab	1000	1
65	Umab_HC	46.21848739495798	78.57142857142857	run3 run4	Umab	1000	2
65	Umab_HC	100	100	run1 run2	Umab	1000	2
65	Umab_HC	100	100	run1 run2 run3	Umab	1000	3
65	Umab_HC	100	100	run2 run3	Umab	1000	2
65	Umab_HC	100	100	run1 run2 run3 run4	Umab	1000	4
65	Umab_HC	81.5126050420168	100	run1 run3 run4	Umab	1000	3
65	Umab_HC	100	100	run2 run4	Umab	1000	2
65	Umab_HC	100	100	run2 run3 run4	Umab	1000	3
65	Umab_HC	46.21848739495798	78.57142857142857	run3	Umab	1000	1
65	Umab_HC	68.90756302521008	100	run1 run4	Umab	1000	2
65	Umab_HC	81.5126050420168	100	run1 run3	Umab	1000	2
65	Umab_HC	68.90756302521008	100	run1	Umab	1000	1
66	Brimab_HC	7.82608695652174	0	run3	Brimab	1000	1
66	Brimab_HC	13.91304347826087	0	run1 run4	Brimab	1000	2
66	Brimab_HC	21.73913043478261	0	run1 run3	Brimab	1000	2
66	Brimab_HC	37.391304347826086	80	run2 run3 run4	Brimab	1000	3
66	Brimab_HC	37.391304347826086	80	run2 run3	Brimab	1000	2
66	Brimab_HC	29.565217391304348	80	run2	Brimab	1000	1
66	Brimab_HC	37.391304347826086	80	run1 run2 run3 run4	Brimab	1000	4
66	Brimab_HC	29.565217391304348	80	run1 run2	Brimab	1000	2
66	Brimab_HC	29.565217391304348	80	run1 run2 run4	Brimab	1000	3
66	Brimab_HC	37.391304347826086	80	run1 run2 run3	Brimab	1000	3
66	Brimab_HC	29.565217391304348	80	run2 run4	Brimab	1000	2
66	Brimab_HC	0	0	run4	Brimab	1000	1
66	Brimab_HC	21.73913043478261	0	run1 run3 run4	Brimab	1000	3
66	Brimab_HC	7.82608695652174	0	run3 run4	Brimab	1000	2
66	Brimab_HC	13.91304347826087	0	run1	Brimab	1000	1
66	h9C12-Q97A_HC	52.58620689655172	0	run4	h9C12-Q97A	1000	1
66	h9C12-Q97A_HC	59.48275862068966	0	run3	h9C12-Q97A	1000	1
66	h9C12-Q97A_HC	78.44827586206897	76.92307692307693	run2	h9C12-Q97A	1000	1
66	h9C12-Q97A_HC	93.96551724137932	76.92307692307693	run1 run2 run4	h9C12-Q97A	1000	3
66	h9C12-Q97A_HC	89.65517241379311	76.92307692307693	run2 run3	h9C12-Q97A	1000	2
66	h9C12-Q97A_HC	89.65517241379311	76.92307692307693	run1 run3	h9C12-Q97A	1000	2
66	h9C12-Q97A_HC	81.03448275862068	0	run3 run4	h9C12-Q97A	1000	2
66	h9C12-Q97A_HC	93.96551724137932	76.92307692307693	run2 run4	h9C12-Q97A	1000	2
66	h9C12-Q97A_HC	97.41379310344827	76.92307692307693	run1 run3 run4	h9C12-Q97A	1000	3
66	h9C12-Q97A_HC	97.41379310344827	76.92307692307693	run2 run3 run4	h9C12-Q97A	1000	3
66	h9C12-Q97A_HC	89.65517241379311	76.92307692307693	run1 run2 run3	h9C12-Q97A	1000	3
66	h9C12-Q97A_HC	81.03448275862068	76.92307692307693	run1 run4	h9C12-Q97A	1000	2
66	h9C12-Q97A_HC	97.41379310344827	76.92307692307693	run1 run2 run3 run4	h9C12-Q97A	1000	4
66	h9C12-Q97A_HC	73.27586206896551	76.92307692307693	run1	h9C12-Q97A	1000	1
66	h9C12-Q97A_HC	86.20689655172413	76.92307692307693	run1 run2	h9C12-Q97A	1000	2
66	h9C12-WT_HC	52.13675213675214	0	run4	h9C12-WT	1000	1
66	h9C12-WT_HC	72.64957264957265	0	run2 run3	h9C12-WT	1000	2
66	h9C12-WT_HC	61.53846153846154	0	run2	h9C12-WT	1000	1
66	h9C12-WT_HC	86.32478632478633	7.6923076923076925	run1 run2 run4	h9C12-WT	1000	3
66	h9C12-WT_HC	58.97435897435898	0	run3	h9C12-WT	1000	1
66	h9C12-WT_HC	78.63247863247864	7.6923076923076925	run1 run2	h9C12-WT	1000	2
66	h9C12-WT_HC	76.92307692307693	0	run2 run4	h9C12-WT	1000	2
66	h9C12-WT_HC	89.74358974358975	7.6923076923076925	run1 run3 run4	h9C12-WT	1000	3
66	h9C12-WT_HC	65.8119658119658	7.6923076923076925	run1	h9C12-WT	1000	1
66	h9C12-WT_HC	82.05128205128204	7.6923076923076925	run1 run3	h9C12-WT	1000	2
66	h9C12-WT_HC	73.50427350427351	7.6923076923076925	run1 run4	h9C12-WT	1000	2
66	h9C12-WT_HC	89.74358974358975	7.6923076923076925	run1 run2 run3 run4	h9C12-WT	1000	4
66	h9C12-WT_HC	80.34188034188034	0	run2 run3 run4	h9C12-WT	1000	3
66	h9C12-WT_HC	80.34188034188034	0	run3 run4	h9C12-WT	1000	2
66	h9C12-WT_HC	82.05128205128204	7.6923076923076925	run1 run2 run3	h9C12-WT	1000	3
66	PGDM1400_HC	60.28368794326241	8.333333333333332	run1	PGDM1400	1000	1
66	PGDM1400_HC	41.13475177304964	0	run2 run3 run4	PGDM1400	1000	3
66	PGDM1400_HC	40.42553191489361	0	run4	PGDM1400	1000	1
66	PGDM1400_HC	60.99290780141844	8.333333333333332	run1 run3	PGDM1400	1000	2
66	PGDM1400_HC	60.99290780141844	8.333333333333332	run1 run2 run3 run4	PGDM1400	1000	4
66	PGDM1400_HC	60.99290780141844	8.333333333333332	run1 run2 run3	PGDM1400	1000	3
66	PGDM1400_HC	60.28368794326241	8.333333333333332	run1 run2	PGDM1400	1000	2
66	PGDM1400_HC	60.28368794326241	8.333333333333332	run1 run2 run4	PGDM1400	1000	3
66	PGDM1400_HC	0	0	run2	PGDM1400	1000	1
66	PGDM1400_HC	60.28368794326241	8.333333333333332	run1 run4	PGDM1400	1000	2
66	PGDM1400_HC	30.49645390070922	0	run3	PGDM1400	1000	1
66	PGDM1400_HC	60.99290780141844	8.333333333333332	run1 run3 run4	PGDM1400	1000	3
66	PGDM1400_HC	41.13475177304964	0	run3 run4	PGDM1400	1000	2
66	PGDM1400_HC	40.42553191489361	0	run2 run4	PGDM1400	1000	2
66	PGDM1400_HC	30.49645390070922	0	run2 run3	PGDM1400	1000	2
66	PGT121_HC	71.96969696969697	10.714285714285714	run1	PGT121	1000	1
66	PGT121_HC	58.333333333333336	10.714285714285714	run2 run3 run4	PGT121	1000	3
66	PGT121_HC	58.333333333333336	10.714285714285714	run2 run4	PGT121	1000	2
66	PGT121_HC	71.96969696969697	10.714285714285714	run1 run3	PGT121	1000	2
66	PGT121_HC	44.696969696969695	10.714285714285714	run4	PGT121	1000	1
66	PGT121_HC	71.96969696969697	10.714285714285714	run1 run2 run3	PGT121	1000	3
66	PGT121_HC	58.333333333333336	10.714285714285714	run2	PGT121	1000	1
66	PGT121_HC	71.96969696969697	10.714285714285714	run1 run4	PGT121	1000	2
66	PGT121_HC	71.96969696969697	10.714285714285714	run1 run2 run3 run4	PGT121	1000	4
66	PGT121_HC	71.96969696969697	10.714285714285714	run1 run3 run4	PGT121	1000	3
66	PGT121_HC	44.696969696969695	10.714285714285714	run3 run4	PGT121	1000	2
66	PGT121_HC	71.96969696969697	10.714285714285714	run1 run2	PGT121	1000	2
66	PGT121_HC	71.96969696969697	10.714285714285714	run1 run2 run4	PGT121	1000	3
66	PGT121_HC	43.18181818181818	10.714285714285714	run3	PGT121	1000	1
66	PGT121_HC	58.333333333333336	10.714285714285714	run2 run3	PGT121	1000	2
66	Umab_HC	68.90756302521008	100	run1	Umab	1000	1
66	Umab_HC	100	100	run2 run3 run4	Umab	1000	3
66	Umab_HC	33.61344537815126	78.57142857142857	run4	Umab	1000	1
66	Umab_HC	100	100	run1 run2 run3 run4	Umab	1000	4
66	Umab_HC	100	100	run1 run2 run3	Umab	1000	3
66	Umab_HC	95.7983193277311	100	run1 run3	Umab	1000	2
66	Umab_HC	89.07563025210085	100	run2	Umab	1000	1
66	Umab_HC	68.90756302521008	100	run1 run4	Umab	1000	2
66	Umab_HC	89.07563025210085	100	run2 run4	Umab	1000	2
66	Umab_HC	89.07563025210085	100	run1 run2 run4	Umab	1000	3
66	Umab_HC	95.7983193277311	100	run1 run3 run4	Umab	1000	3
66	Umab_HC	73.94957983193278	78.57142857142857	run3 run4	Umab	1000	2
66	Umab_HC	89.07563025210085	100	run1 run2	Umab	1000	2
66	Umab_HC	100	100	run2 run3	Umab	1000	2
66	Umab_HC	73.94957983193278	78.57142857142857	run3	Umab	1000	1
69	Brimab_HC	71.30434782608695	0	run1	Brimab	1	1
69	Brimab_HC	83.47826086956522	0	run1 run3	Brimab	1	2
69	Brimab_HC	71.30434782608695	0	run4	Brimab	1	1
69	Brimab_HC	83.47826086956522	0	run2 run3 run4	Brimab	1	3
69	Brimab_HC	83.47826086956522	0	run3 run4	Brimab	1	2
