Rawfilenumber	Sample	Protease	run	replicate
EH4711	59	Ct+Tryp	run1	1
EH4712	59	Ct+Tryp	run1	2
EH4713	59	Ct+Tryp	run1	3
EH4720	60	Ct+Tryp	run1	1
EH4721	60	Ct+Tryp	run1	2
EH4722	60	Ct+Tryp	run1	3
EH4726	61	Ct+Tryp	run1	1
EH4727	61	Ct+Tryp	run1	2
EH4728	61	Ct+Tryp	run1	3
EH4732	62	Ct+Tryp	run1	1
EH4733	62	Ct+Tryp	run1	2
EH4734	62	Ct+Tryp	run1	3
EH4738	63	Ct+Tryp	run1	1
EH4739	63	Ct+Tryp	run1	2
EH4740	63	Ct+Tryp	run1	3
EH4744	64	Ct+Tryp	run1	1
EH4745	64	Ct+Tryp	run1	2
EH4746	64	Ct+Tryp	run1	3
EH4750	65	Ct+Tryp	run1	1
EH4751	65	Ct+Tryp	run1	2
EH4752	65	Ct+Tryp	run1	3
EH4756	66	Ct+Tryp	run1	1
EH4757	66	Ct+Tryp	run1	2
EH4758	66	Ct+Tryp	run1	3
EH4762	67	Ct+Tryp	run1	1
EH4763	67	Ct+Tryp	run1	2
EH4764	67	Ct+Tryp	run1	3
EH4765	68	Ct+Tryp	run1	1
EH4766	68	Ct+Tryp	run1	2
EH4767	68	Ct+Tryp	run1	3
EH4771	69	Ct+Tryp	run1	1
EH4772	69	Ct+Tryp	run1	2
EH4773	69	Ct+Tryp	run1	3
EH4777	70	Ct+Tryp	run1	1
EH4778	70	Ct+Tryp	run1	2
EH4779	70	Ct+Tryp	run1	3
EH4855_211022133232	1	Tryp	run2	1
EH4856_211022134635	1	Tryp	run2	2
EH4857	1	Tryp	run2	3
EH4859	2	Tryp	run2	1
EH4860	2	Tryp	run2	2
EH4861	2	Tryp	run2	3
EH4863	3	Tryp	run2	1
EH4864	3	Tryp	run2	2
EH4865	3	Tryp	run2	3
EH4867	4	Tryp	run2	1
EH4868	4	Tryp	run2	2
EH4869	4	Tryp	run2	3
EH4871	5	Tryp	run2	1
EH4872	5	Tryp	run2	2
EH4873	5	Tryp	run2	3
EH4877	6	Tryp	run2	1
EH4878	6	Tryp	run2	2
EH4879	6	Tryp	run2	3
EH4881	7	Tryp	run2	1
EH4882	7	Tryp	run2	2
EH4883	7	Tryp	run2	3
EH4885	8	Tryp	run2	1
EH4886	8	Tryp	run2	2
EH4887	8	Tryp	run2	3
EH4889	9	Tryp	run2	1
EH4890	9	Tryp	run2	2
EH4891	9	Tryp	run2	3
EH4893	10	Tryp	run2	1
EH4894	10	Tryp	run2	2
EH4895	10	Tryp	run2	3
EH4899	11	Tryp	run2	1
EH4900	11	Tryp	run2	2
EH4901	11	Tryp	run2	3
EH4903	12	Tryp	run2	1
EH4904	12	Tryp	run2	2
EH4905	12	Tryp	run2	3
EH4907	13	Tryp	run2	1
EH4908	13	Tryp	run2	2
EH4909	13	Tryp	run2	3
EH4911	14	Tryp	run2	1
EH4912	14	Tryp	run2	2
EH4913	14	Tryp	run2	3
EH4915	15	Tryp	run2	1
EH4916	15	Tryp	run2	2
EH4917	15	Tryp	run2	3
EH4919	16	Tryp	run2	1
EH4920	16	Tryp	run2	2
EH4921	16	Tryp	run2	3
EH4925	17	Tryp	run2	1
EH4926	17	Tryp	run2	2
EH4927	17	Tryp	run2	3
EH4929	18	Tryp	run2	1
EH4930	18	Tryp	run2	2
EH4931	18	Tryp	run2	3
EH4933	19	Tryp	run2	1
EH4934	19	Tryp	run2	2
EH4935	19	Tryp	run2	3
EH4937	20	Tryp	run2	1
EH4938	20	Tryp	run2	2
EH4939	20	Tryp	run2	3
EH4941	21	Tryp	run2	1
EH4942	21	Tryp	run2	2
EH4943	21	Tryp	run2	3
EH4947	22	Tryp	run2	1
EH4948	22	Tryp	run2	2
EH4949	22	Tryp	run2	3
EH4951	23	Tryp	run2	1
EH4952	23	Tryp	run2	2
EH4953	23	Tryp	run2	3
EH4955	24	Tryp	run2	1
EH4956	24	Tryp	run2	2
EH4957	24	Tryp	run2	3
EH4959	25	Tryp	run2	1
EH4960	25	Tryp	run2	2
EH4961	25	Tryp	run2	3
EH4965	26	Tryp	run2	1
EH4966	26	Tryp	run2	2
EH4967	26	Tryp	run2	3
EH4971	27	Tryp	run2	1
EH4972	27	Tryp	run2	2
EH4973	27	Tryp	run2	3
EH4977	28	Tryp	run2	1
EH4978	28	Tryp	run2	2
EH4979	28	Tryp	run2	3
EH4983	29	Tryp	run2	1
EH4984	29	Tryp	run2	2
EH4985	29	Tryp	run2	3
EH4989	30	Tryp	run2	1
EH4990	30	Tryp	run2	2
EH4991	30	Tryp	run2	3
EH4995	31	Tryp	run2	1
EH4996	31	Tryp	run2	2
EH4997	31	Tryp	run2	3
EH5001	32	Tryp	run2	1
EH5002	32	Tryp	run2	2
EH5003	32	Tryp	run2	3
EH5007	33	Tryp	run2	1
EH5008	33	Tryp	run2	2
EH5009	33	Tryp	run2	3
EH5013	34	Tryp	run2	1
EH5014	34	Tryp	run2	2
EH5015	34	Tryp	run2	3
EH5019	35	Tryp	run2	1
EH5020	35	Tryp	run2	2
EH5021	35	Tryp	run2	3
EH5025	36	Tryp	run2	1
EH5026	36	Tryp	run2	2
EH5027	36	Tryp	run2	3
EH5028	37	Tryp	run2	1
EH5029	37	Tryp	run2	2
EH5030	37	Tryp	run2	3
EH5031	38	Tryp	run2	1
EH5032	38	Tryp	run2	2
EH5033	38	Tryp	run2	3
EH5034	39	Tryp	run2	1
EH5035	39	Tryp	run2	2
EH5036	39	Tryp	run2	3
EH5040	40	Tryp	run2	1
EH5041	40	Tryp	run2	2
EH5042	40	Tryp	run2	3
EH5043	41	Tryp	run2	1
EH5044	41	Tryp	run2	2
EH5045	41	Tryp	run2	3
EH5046	42	Tryp	run2	1
EH5047	42	Tryp	run2	2
EH5048	42	Tryp	run2	3
EH5049	43	Tryp	run2	1
EH5050	43	Tryp	run2	2
EH5051	43	Tryp	run2	3
EH5055	44	Tryp	run2	1
EH5056	44	Tryp	run2	2
EH5057	44	Tryp	run2	3
EH5058	45	Tryp	run2	1
EH5059	45	Tryp	run2	2
EH5060	45	Tryp	run2	3
EH5061	46	Tryp	run2	1
EH5062	46	Tryp	run2	2
EH5063	46	Tryp	run2	3
EH5064	47	Tryp	run2	1
EH5065	47	Tryp	run2	2
EH5066	47	Tryp	run2	3
EH5070	48	Tryp	run2	1
EH5071	48	Tryp	run2	2
EH5072	48	Tryp	run2	3
EH5076	49	Tryp	run2	1
EH5077	49	Tryp	run2	2
EH5078	49	Tryp	run2	3
EH5082	50	Tryp	run2	1
EH5083	50	Tryp	run2	2
EH5084	50	Tryp	run2	3
EH5088	51	Tryp	run2	1
EH5089	51	Tryp	run2	2
EH5090	51	Tryp	run2	3
EH5094	52	Tryp	run2	1
EH5095	52	Tryp	run2	2
EH5096	52	Tryp	run2	3
EH5100	53	Tryp	run2	1
EH5101	53	Tryp	run2	2
EH5102	53	Tryp	run2	3
EH5106	54	Tryp	run2	1
EH5107	54	Tryp	run2	2
EH5108	54	Tryp	run2	3
EH5112	55	Tryp	run2	1
EH5113	55	Tryp	run2	2
EH5114	55	Tryp	run2	3
EH5115	56	Tryp	run2	1
EH5116	56	Tryp	run2	2
EH5117	56	Tryp	run2	3
EH5118	57	Tryp	run2	1
EH5119	57	Tryp	run2	2
EH5120	57	Tryp	run2	3
EH5121	58	Tryp	run2	1
EH5122	58	Tryp	run2	2
EH5123	58	Tryp	run2	3
EH5127	59	Tryp	run2	1
EH5128	59	Tryp	run2	2
EH5129	59	Tryp	run2	3
EH5127_211025115617	60	Tryp	run2	1
EH5128_211025121021	60	Tryp	run2	2
EH5129_211025122424	60	Tryp	run2	3
EH5133	61	Tryp	run2	1
EH5134	61	Tryp	run2	2
EH5135	61	Tryp	run2	3
EH5139	62	Tryp	run2	1
EH5140	62	Tryp	run2	2
EH5141	62	Tryp	run2	3
EH5145	63	Tryp	run2	1
EH5146	63	Tryp	run2	2
EH5147	63	Tryp	run2	3
EH5151	64	Tryp	run2	1
EH5152	64	Tryp	run2	2
EH5153	64	Tryp	run2	3
EH5157	65	Tryp	run2	1
EH5158	65	Tryp	run2	2
EH5159	65	Tryp	run2	3
EH5163	66	Tryp	run2	1
EH5164	66	Tryp	run2	2
EH5165	66	Tryp	run2	3
EH5169	67	Tryp	run2	1
EH5170	67	Tryp	run2	2
EH5171	67	Tryp	run2	3
EH5172	68	Tryp	run2	1
EH5173	68	Tryp	run2	2
EH5174	68	Tryp	run2	3
EH5178	69	Tryp	run2	1
EH5179	69	Tryp	run2	2
EH5180	69	Tryp	run2	3
EH5184	70	Tryp	run2	1
EH5185	70	Tryp	run2	2
EH5186	70	Tryp	run2	3
EH5193	1	Ct	run2	1
EH5194	1	Ct	run2	2
EH5195	1	Ct	run2	3
EH5197	2	Ct	run2	1
EH5198	2	Ct	run2	2
EH5199	2	Ct	run2	3
EH5201	3	Ct	run2	1
EH5202	3	Ct	run2	2
EH5203	3	Ct	run2	3
EH5205	4	Ct	run2	1
EH5206	4	Ct	run2	2
EH5207	4	Ct	run2	3
EH5209	5	Ct	run2	1
EH5210	5	Ct	run2	2
EH5211	5	Ct	run2	3
EH5215	6	Ct	run2	1
EH5216	6	Ct	run2	2
EH5217	6	Ct	run2	3
EH5219	7	Ct	run2	1
EH5220	7	Ct	run2	2
EH5221	7	Ct	run2	3
EH5223	8	Ct	run2	1
EH5224	8	Ct	run2	2
EH5225	8	Ct	run2	3
EH5227	9	Ct	run2	1
EH5228	9	Ct	run2	2
EH5229	9	Ct	run2	3
EH5231	10	Ct	run2	1
EH5232	10	Ct	run2	2
EH5233	10	Ct	run2	3
EH5237	11	Ct	run2	1
EH5238	11	Ct	run2	2
EH5239	11	Ct	run2	3
EH5241	12	Ct	run2	1
EH5242	12	Ct	run2	2
EH5243	12	Ct	run2	3
EH5245	13	Ct	run2	1
EH5246	13	Ct	run2	2
EH5247	13	Ct	run2	3
EH5249	14	Ct	run2	1
EH5250	14	Ct	run2	2
EH5251	14	Ct	run2	3
EH5253	15	Ct	run2	1
EH5254	15	Ct	run2	2
EH5255	15	Ct	run2	3
EH5257	16	Ct	run2	1
EH5258	16	Ct	run2	2
EH5259	16	Ct	run2	3
EH5263	17	Ct	run2	1
EH5264	17	Ct	run2	2
EH5265	17	Ct	run2	3
EH5267	18	Ct	run2	1
EH5268	18	Ct	run2	2
EH5269	18	Ct	run2	3
EH5271	19	Ct	run2	1
EH5272	19	Ct	run2	2
EH5273	19	Ct	run2	3
EH5275	20	Ct	run2	1
EH5276	20	Ct	run2	2
EH5277	20	Ct	run2	3
EH5279	21	Ct	run2	1
EH5280	21	Ct	run2	2
EH5281	21	Ct	run2	3
EH5285	22	Ct	run2	1
EH5286	22	Ct	run2	2
EH5287	22	Ct	run2	3
EH5289	23	Ct	run2	1
EH5290	23	Ct	run2	2
EH5291	23	Ct	run2	3
EH5293	24	Ct	run2	1
EH5294	24	Ct	run2	2
EH5295	24	Ct	run2	3
EH5297	25	Ct	run2	1
EH5298	25	Ct	run2	2
EH5299	25	Ct	run2	3
EH5303	26	Ct	run2	1
EH5304	26	Ct	run2	2
EH5305	26	Ct	run2	3
EH5309	27	Ct	run2	1
EH5310	27	Ct	run2	2
EH5311	27	Ct	run2	3
EH5315	28	Ct	run2	1
EH5316	28	Ct	run2	2
EH5317	28	Ct	run2	3
EH5321	29	Ct	run2	1
EH5322	29	Ct	run2	2
EH5323	29	Ct	run2	3
EH5327	30	Ct	run2	1
EH5328	30	Ct	run2	2
EH5329	30	Ct	run2	3
EH5333	31	Ct	run2	1
EH5334	31	Ct	run2	2
EH5335	31	Ct	run2	3
EH5339	32	Ct	run2	1
EH5340	32	Ct	run2	2
EH5341	32	Ct	run2	3
EH5345	33	Ct	run2	1
EH5346	33	Ct	run2	2
EH5347	33	Ct	run2	3
EH5351	34	Ct	run2	1
EH5352	34	Ct	run2	2
EH5353	34	Ct	run2	3
EH5357	35	Ct	run2	1
EH5358	35	Ct	run2	2
EH5359	35	Ct	run2	3
EH5363	36	Ct	run2	1
EH5364	36	Ct	run2	2
EH5365	36	Ct	run2	3
EH5366	37	Ct	run2	1
EH5367	37	Ct	run2	2
EH5368	37	Ct	run2	3
EH5369	38	Ct	run2	1
EH5370	38	Ct	run2	2
EH5371	38	Ct	run2	3
EH5372	39	Ct	run2	1
EH5373	39	Ct	run2	2
EH5374	39	Ct	run2	3
EH5378	40	Ct	run2	1
EH5379	40	Ct	run2	2
EH5380	40	Ct	run2	3
EH5381	41	Ct	run2	1
EH5382	41	Ct	run2	2
EH5383	41	Ct	run2	3
EH5384	42	Ct	run2	1
EH5385	42	Ct	run2	2
EH5386	42	Ct	run2	3
EH5387	43	Ct	run2	1
EH5388	43	Ct	run2	2
EH5389	43	Ct	run2	3
EH5393	44	Ct	run2	1
EH5394	44	Ct	run2	2
EH5395	44	Ct	run2	3
EH5396	45	Ct	run2	1
EH5397	45	Ct	run2	2
EH5398	45	Ct	run2	3
EH5399	46	Ct	run2	1
EH5400	46	Ct	run2	2
EH5401	46	Ct	run2	3
EH5402	47	Ct	run2	1
EH5403	47	Ct	run2	2
EH5404	47	Ct	run2	3
EH5408	48	Ct	run2	1
EH5409	48	Ct	run2	2
EH5410	48	Ct	run2	3
EH5414	49	Ct	run2	1
EH5415	49	Ct	run2	2
EH5416	49	Ct	run2	3
EH5420	50	Ct	run2	1
EH5421	50	Ct	run2	2
EH5422	50	Ct	run2	3
EH5426	51	Ct	run2	1
EH5427	51	Ct	run2	2
EH5428	51	Ct	run2	3
EH5432	52	Ct	run2	1
EH5433	52	Ct	run2	2
EH5434	52	Ct	run2	3
EH5438	53	Ct	run2	1
EH5439	53	Ct	run2	2
EH5440	53	Ct	run2	3
EH5444	54	Ct	run2	1
EH5445	54	Ct	run2	2
EH5446	54	Ct	run2	3
EH5450	55	Ct	run2	1
EH5451	55	Ct	run2	2
EH5452	55	Ct	run2	3
EH5453	56	Ct	run2	1
EH5454	56	Ct	run2	2
EH5455	56	Ct	run2	3
EH5456	57	Ct	run2	1
EH5457	57	Ct	run2	2
EH5458	57	Ct	run2	3
EH5459	58	Ct	run2	1
EH5460	58	Ct	run2	2
EH5461	58	Ct	run2	3
EH5465	59	Ct	run2	1
EH5466	59	Ct	run2	2
EH5467	59	Ct	run2	3
EH5474	60	Ct	run2	1
EH5475	60	Ct	run2	2
EH5476	60	Ct	run2	3
EH5480	61	Ct	run2	1
EH5481	61	Ct	run2	2
EH5482	61	Ct	run2	3
EH5486	62	Ct	run2	1
EH5487	62	Ct	run2	2
EH5488	62	Ct	run2	3
EH5492	63	Ct	run2	1
EH5493	63	Ct	run2	2
EH5494	63	Ct	run2	3
EH5498	64	Ct	run2	1
EH5499	64	Ct	run2	2
EH5500	64	Ct	run2	3
EH5504	65	Ct	run2	1
EH5505	65	Ct	run2	2
EH5506	65	Ct	run2	3
EH5510	66	Ct	run2	1
EH5511	66	Ct	run2	2
EH5512	66	Ct	run2	3
EH5516	67	Ct	run2	1
EH5517	67	Ct	run2	2
EH5518	67	Ct	run2	3
EH5519	68	Ct	run2	1
EH5520	68	Ct	run2	2
EH5521	68	Ct	run2	3
EH5525	69	Ct	run2	1
EH5526	69	Ct	run2	2
EH5527	69	Ct	run2	3
EH5531	70	Ct	run2	1
EH5532	70	Ct	run2	2
EH5533	70	Ct	run2	3
EH5554	1	AspN	run2	1
EH5555	1	AspN	run2	2
EH5556	1	AspN	run2	3
EH5558	2	AspN	run2	1
EH5559	2	AspN	run2	2
EH5560	2	AspN	run2	3
EH5562	3	AspN	run2	1
EH5563	3	AspN	run2	2
EH5564	3	AspN	run2	3
EH5566	4	AspN	run2	1
EH5567	4	AspN	run2	2
EH5568	4	AspN	run2	3
EH5570	5	AspN	run2	1
EH5571	5	AspN	run2	2
EH5572	5	AspN	run2	3
EH5576	6	AspN	run2	1
EH5577	6	AspN	run2	2
EH5578	6	AspN	run2	3
EH5580	7	AspN	run2	1
EH5581	7	AspN	run2	2
EH5582	7	AspN	run2	3
EH5584	8	AspN	run2	1
EH5585	8	AspN	run2	2
EH5586	8	AspN	run2	3
EH5588	9	AspN	run2	1
EH5589	9	AspN	run2	2
EH5590	9	AspN	run2	3
EH5592	10	AspN	run2	1
EH5593	10	AspN	run2	2
EH5594	10	AspN	run2	3
EH5598	11	AspN	run2	1
EH5599	11	AspN	run2	2
EH5600	11	AspN	run2	3
EH5602	12	AspN	run2	1
EH5603	12	AspN	run2	2
EH5604	12	AspN	run2	3
EH5606	13	AspN	run2	1
EH5607	13	AspN	run2	2
EH5608	13	AspN	run2	3
EH5610	14	AspN	run2	1
EH5611	14	AspN	run2	2
EH5612	14	AspN	run2	3
EH5614	15	AspN	run2	1
EH5615	15	AspN	run2	2
EH5616	15	AspN	run2	3
EH5618	16	AspN	run2	1
EH5619	16	AspN	run2	2
EH5620	16	AspN	run2	3
EH5624	17	AspN	run2	1
EH5625	17	AspN	run2	2
EH5626	17	AspN	run2	3
EH5628	18	AspN	run2	1
EH5629	18	AspN	run2	2
EH5630	18	AspN	run2	3
EH5632	19	AspN	run2	1
EH5633	19	AspN	run2	2
EH5634	19	AspN	run2	3
EH5636	20	AspN	run2	1
EH5637	20	AspN	run2	2
EH5638	20	AspN	run2	3
EH5640	21	AspN	run2	1
EH5641	21	AspN	run2	2
EH5642	21	AspN	run2	3
EH5646	22	AspN	run2	1
EH5647	22	AspN	run2	2
EH5648	22	AspN	run2	3
EH5650	23	AspN	run2	1
EH5651	23	AspN	run2	2
EH5652	23	AspN	run2	3
EH5654	24	AspN	run2	1
EH5655	24	AspN	run2	2
EH5656	24	AspN	run2	3
EH5658	25	AspN	run2	1
EH5659	25	AspN	run2	2
EH5660	25	AspN	run2	3
EH5664	26	AspN	run2	1
EH5665	26	AspN	run2	2
EH5666	26	AspN	run2	3
EH5670	27	AspN	run2	1
EH5671	27	AspN	run2	2
EH5672	27	AspN	run2	3
EH5676	28	AspN	run2	1
EH5677	28	AspN	run2	2
EH5678	28	AspN	run2	3
EH5682	29	AspN	run2	1
EH5683	29	AspN	run2	2
EH5684	29	AspN	run2	3
EH5688	30	AspN	run2	1
EH5689	30	AspN	run2	2
EH5690	30	AspN	run2	3
EH5694	31	AspN	run2	1
EH5695	31	AspN	run2	2
EH5696	31	AspN	run2	3
EH5700	32	AspN	run2	1
EH5701	32	AspN	run2	2
EH5702	32	AspN	run2	3
EH5706	33	AspN	run2	1
EH5707	33	AspN	run2	2
EH5708	33	AspN	run2	3
EH5712	34	AspN	run2	1
EH5713	34	AspN	run2	2
EH5714	34	AspN	run2	3
EH5718	35	AspN	run2	1
EH5719	35	AspN	run2	2
EH5720	35	AspN	run2	3
EH5724	36	AspN	run2	1
EH5725	36	AspN	run2	2
EH5726	36	AspN	run2	3
EH5727	37	AspN	run2	1
EH5728	37	AspN	run2	2
EH5729	37	AspN	run2	3
EH5730	38	AspN	run2	1
EH5731	38	AspN	run2	2
EH5732	38	AspN	run2	3
EH5733	39	AspN	run2	1
EH5734	39	AspN	run2	2
EH5735	39	AspN	run2	3
EH5739	40	AspN	run2	1
EH5740	40	AspN	run2	2
EH5741	40	AspN	run2	3
EH5742	41	AspN	run2	1
EH5743	41	AspN	run2	2
EH5744	41	AspN	run2	3
EH5745	42	AspN	run2	1
EH5746	42	AspN	run2	2
EH5747	42	AspN	run2	3
EH5748	43	AspN	run2	1
EH5749	43	AspN	run2	2
EH5750	43	AspN	run2	3
EH5754	44	AspN	run2	1
EH5755	44	AspN	run2	2
EH5756	44	AspN	run2	3
EH5757	45	AspN	run2	1
EH5758	45	AspN	run2	2
EH5759	45	AspN	run2	3
EH5760	46	AspN	run2	1
EH5761	46	AspN	run2	2
EH5762	46	AspN	run2	3
EH5763	47	AspN	run2	1
EH5764	47	AspN	run2	2
EH5765	47	AspN	run2	3
EH5769	48	AspN	run2	1
EH5770	48	AspN	run2	2
EH5771	48	AspN	run2	3
EH5775	49	AspN	run2	1
EH5776	49	AspN	run2	2
EH5777	49	AspN	run2	3
EH5781	50	AspN	run2	1
EH5782	50	AspN	run2	2
EH5783	50	AspN	run2	3
EH5787	51	AspN	run2	1
EH5788	51	AspN	run2	2
EH5789	51	AspN	run2	3
EH5793	52	AspN	run2	1
EH5794	52	AspN	run2	2
EH5795	52	AspN	run2	3
EH5799	53	AspN	run2	1
EH5800	53	AspN	run2	2
EH5801	53	AspN	run2	3
EH5805	54	AspN	run2	1
EH5806	54	AspN	run2	2
EH5807	54	AspN	run2	3
EH5811	55	AspN	run2	1
EH5812	55	AspN	run2	2
EH5813	55	AspN	run2	3
EH5814	56	AspN	run2	1
EH5815	56	AspN	run2	2
EH5816	56	AspN	run2	3
EH5817	57	AspN	run2	1
EH5818	57	AspN	run2	2
EH5819	57	AspN	run2	3
EH5820	58	AspN	run2	1
EH5821	58	AspN	run2	2
EH5822	58	AspN	run2	3
EH5826	59	AspN	run2	1
EH5827	59	AspN	run2	2
EH5828	59	AspN	run2	3
EH5835	60	AspN	run2	1
EH5836	60	AspN	run2	2
EH5837	60	AspN	run2	3
EH5841	61	AspN	run2	1
EH5842	61	AspN	run2	2
EH5843	61	AspN	run2	3
EH5847	62	AspN	run2	1
EH5848	62	AspN	run2	2
EH5849	62	AspN	run2	3
EH5853	63	AspN	run2	1
EH5854	63	AspN	run2	2
EH5855	63	AspN	run2	3
EH5859	64	AspN	run2	1
EH5860	64	AspN	run2	2
EH5861	64	AspN	run2	3
EH5865	65	AspN	run2	1
EH5866	65	AspN	run2	2
EH5867	65	AspN	run2	3
EH5871	66	AspN	run2	1
EH5872	66	AspN	run2	2
EH5873	66	AspN	run2	3
EH5877	67	AspN	run2	1
EH5878	67	AspN	run2	2
EH5879	67	AspN	run2	3
EH5880	68	AspN	run2	1
EH5881	68	AspN	run2	2
EH5882	68	AspN	run2	3
EH5886	69	AspN	run2	1
EH5887	69	AspN	run2	2
EH5888	69	AspN	run2	3
EH5892	70	AspN	run2	1
EH5893	70	AspN	run2	2
EH5894	70	AspN	run2	3
EH5912	1	Ct+Tryp	run2	1
EH5913	1	Ct+Tryp	run2	2
EH5914	1	Ct+Tryp	run2	3
EH5916	2	Ct+Tryp	run2	1
EH5917	2	Ct+Tryp	run2	2
EH5918	2	Ct+Tryp	run2	3
EH5920	3	Ct+Tryp	run2	1
EH5921	3	Ct+Tryp	run2	2
EH5922	3	Ct+Tryp	run2	3
EH5924	4	Ct+Tryp	run2	1
EH5925	4	Ct+Tryp	run2	2
EH5926	4	Ct+Tryp	run2	3
EH5928	5	Ct+Tryp	run2	1
EH5929	5	Ct+Tryp	run2	2
EH5930	5	Ct+Tryp	run2	3
EH5934	6	Ct+Tryp	run2	1
EH5935	6	Ct+Tryp	run2	2
EH5936	6	Ct+Tryp	run2	3
EH5938	7	Ct+Tryp	run2	1
EH5939	7	Ct+Tryp	run2	2
EH5940	7	Ct+Tryp	run2	3
EH5942	8	Ct+Tryp	run2	1
EH5943	8	Ct+Tryp	run2	2
EH5944	8	Ct+Tryp	run2	3
EH5946	9	Ct+Tryp	run2	1
EH5947	9	Ct+Tryp	run2	2
EH5948	9	Ct+Tryp	run2	3
EH5950	10	Ct+Tryp	run2	1
EH5951	10	Ct+Tryp	run2	2
EH5952	10	Ct+Tryp	run2	3
EH5956	11	Ct+Tryp	run2	1
EH5957	11	Ct+Tryp	run2	2
EH5958	11	Ct+Tryp	run2	3
EH5960	12	Ct+Tryp	run2	1
EH5961	12	Ct+Tryp	run2	2
EH5962	12	Ct+Tryp	run2	3
EH5964	13	Ct+Tryp	run2	1
EH5965	13	Ct+Tryp	run2	2
EH5966	13	Ct+Tryp	run2	3
EH5968	14	Ct+Tryp	run2	1
EH5969	14	Ct+Tryp	run2	2
EH5970	14	Ct+Tryp	run2	3
EH5972	15	Ct+Tryp	run2	1
EH5973	15	Ct+Tryp	run2	2
EH5974	15	Ct+Tryp	run2	3
EH5976	16	Ct+Tryp	run2	1
EH5977	16	Ct+Tryp	run2	2
EH5978	16	Ct+Tryp	run2	3
EH5982	17	Ct+Tryp	run2	1
EH5983	17	Ct+Tryp	run2	2
EH5984	17	Ct+Tryp	run2	3
EH5986	18	Ct+Tryp	run2	1
EH5987	18	Ct+Tryp	run2	2
EH5988	18	Ct+Tryp	run2	3
EH5990	19	Ct+Tryp	run2	1
EH5991	19	Ct+Tryp	run2	2
EH5992	19	Ct+Tryp	run2	3
EH5994	20	Ct+Tryp	run2	1
EH5995	20	Ct+Tryp	run2	2
EH5996	20	Ct+Tryp	run2	3
EH5998	21	Ct+Tryp	run2	1
EH5999	21	Ct+Tryp	run2	2
EH6000	21	Ct+Tryp	run2	3
EH6004	22	Ct+Tryp	run2	1
EH6005	22	Ct+Tryp	run2	2
EH6006	22	Ct+Tryp	run2	3
EH6008	23	Ct+Tryp	run2	1
EH6009	23	Ct+Tryp	run2	2
EH6010	23	Ct+Tryp	run2	3
EH6012	24	Ct+Tryp	run2	1
EH6013	24	Ct+Tryp	run2	2
EH6014	24	Ct+Tryp	run2	3
EH6016	25	Ct+Tryp	run2	1
EH6017	25	Ct+Tryp	run2	2
EH6018	25	Ct+Tryp	run2	3
EH6022	26	Ct+Tryp	run2	1
EH6023	26	Ct+Tryp	run2	2
EH6024	26	Ct+Tryp	run2	3
EH6028	27	Ct+Tryp	run2	1
EH6029	27	Ct+Tryp	run2	2
EH6030	27	Ct+Tryp	run2	3
EH6034	28	Ct+Tryp	run2	1
EH6035	28	Ct+Tryp	run2	2
EH6036	28	Ct+Tryp	run2	3
EH6040	29	Ct+Tryp	run2	1
EH6041	29	Ct+Tryp	run2	2
EH6042	29	Ct+Tryp	run2	3
EH6046	30	Ct+Tryp	run2	1
EH6047	30	Ct+Tryp	run2	2
EH6048	30	Ct+Tryp	run2	3
EH6052	31	Ct+Tryp	run2	1
EH6053	31	Ct+Tryp	run2	2
EH6054	31	Ct+Tryp	run2	3
EH6058	32	Ct+Tryp	run2	1
EH6059	32	Ct+Tryp	run2	2
EH6060	32	Ct+Tryp	run2	3
EH6064	33	Ct+Tryp	run2	1
EH6065	33	Ct+Tryp	run2	2
EH6066	33	Ct+Tryp	run2	3
EH6070	34	Ct+Tryp	run2	1
EH6071	34	Ct+Tryp	run2	2
EH6072	34	Ct+Tryp	run2	3
EH6076	35	Ct+Tryp	run2	1
EH6077	35	Ct+Tryp	run2	2
EH6078	35	Ct+Tryp	run2	3
EH6082	36	Ct+Tryp	run2	1
EH6083	36	Ct+Tryp	run2	2
EH6084	36	Ct+Tryp	run2	3
EH6085	37	Ct+Tryp	run2	1
EH6086	37	Ct+Tryp	run2	2
EH6087	37	Ct+Tryp	run2	3
EH6088	38	Ct+Tryp	run2	1
EH6089	38	Ct+Tryp	run2	2
EH6090	38	Ct+Tryp	run2	3
EH6091	39	Ct+Tryp	run2	1
EH6092	39	Ct+Tryp	run2	2
EH6093	39	Ct+Tryp	run2	3
EH6097	40	Ct+Tryp	run2	1
EH6098	40	Ct+Tryp	run2	2
EH6099	40	Ct+Tryp	run2	3
EH6100	41	Ct+Tryp	run2	1
EH6101	41	Ct+Tryp	run2	2
EH6102	41	Ct+Tryp	run2	3
EH6103	42	Ct+Tryp	run2	1
EH6104	42	Ct+Tryp	run2	2
EH6105	42	Ct+Tryp	run2	3
EH6106	43	Ct+Tryp	run2	1
EH6107	43	Ct+Tryp	run2	2
EH6108	43	Ct+Tryp	run2	3
EH6112	44	Ct+Tryp	run2	1
EH6113	44	Ct+Tryp	run2	2
EH6114	44	Ct+Tryp	run2	3
EH6115	45	Ct+Tryp	run2	1
EH6116	45	Ct+Tryp	run2	2
EH6117	45	Ct+Tryp	run2	3
EH6118	46	Ct+Tryp	run2	1
EH6119	46	Ct+Tryp	run2	2
EH6120	46	Ct+Tryp	run2	3
